study_accession,secondary_study_accession,Biosample #,secondary_sample_accession,experiment_accession,run_accession,submission_accession,tax_id,scientific_name,instrument_platform,base_count,fastq_ftp,submitted_ftp,submitted_format,sra_ftp,sample_title,LabID,Species,Azithromycin,Clindamycin,Erythromycin,Telithromycin,Florfenicol,Gentamicin,Ciprofloxacin,Nalidixic Acid,Tetracycline,TetO,Tet32/O/32,blaOXA,aph3'-III,aadE,aph3'-VIIa,gyrase A,23S rRNA
PRJNA600010,SRP327195,SAMN20084218,SRS9410842,SRX11364511,SRR15053976,SRA1255281,197,Campylobacter jejuni,ILLUMINA,167534885,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/076/SRR15053976/SRR15053976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/076/SRR15053976/SRR15053976_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/076/SRR15053976,C. jejuni-MBS4087A,CJ-MBS4087A,C. jejuni,S,S,S,S,S,S,S,S,R,X,NA,NA,X,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084217,SRS9410841,SRX11364510,SRR15053977,SRA1255281,197,Campylobacter jejuni,ILLUMINA,149223275,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/077/SRR15053977/SRR15053977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/077/SRR15053977/SRR15053977_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/077/SRR15053977,C. jejuni-MBS4086A,CJ-MBS4086A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084216,SRS9410840,SRX11364509,SRR15053978,SRA1255281,197,Campylobacter jejuni,ILLUMINA,130609028,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/078/SRR15053978/SRR15053978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/078/SRR15053978/SRR15053978_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/078/SRR15053978,C. jejuni-MBS3978A,CJ-MBS3978A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084215,SRS9410838,SRX11364508,SRR15053979,SRA1255281,197,Campylobacter jejuni,ILLUMINA,104449075,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/079/SRR15053979/SRR15053979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/079/SRR15053979/SRR15053979_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/079/SRR15053979,C. jejuni-MBS3972A,CJ-MBS3972A,C. jejuni,S,S,S,S,S,S,R,R,S,NA,NA,X,NA,NA,NA,X,NA
PRJNA600010,SRP327195,SAMN20084214,SRS9410837,SRX11364507,SRR15053980,SRA1255281,197,Campylobacter jejuni,ILLUMINA,241936055,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/080/SRR15053980/SRR15053980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/080/SRR15053980/SRR15053980_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/080/SRR15053980,C. jejuni-MBS3942A,CJ-MBS3942A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084213,SRS9410839,SRX11364506,SRR15053981,SRA1255281,197,Campylobacter jejuni,ILLUMINA,150751977,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/081/SRR15053981/SRR15053981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/081/SRR15053981/SRR15053981_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/081/SRR15053981,C. jejuni-MBS3931A,CJ-MBS3931A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084212,SRS9410836,SRX11364505,SRR15053982,SRA1255281,197,Campylobacter jejuni,ILLUMINA,158353101,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/082/SRR15053982/SRR15053982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/082/SRR15053982/SRR15053982_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/082/SRR15053982,C. jejuni-MBS3862A,CJ-MBS3862A,C. jejuni,S,S,S,S,S,S,S,S,R,X,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084068,SRS9410835,SRX11364504,SRR15053983,SRA1255281,195,Campylobacter coli,ILLUMINA,164730428,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/083/SRR15053983/SRR15053983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/083/SRR15053983/SRR15053983_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/083/SRR15053983,C. coli-MBS4127A,CC-MBS4127A,C. coli,R,R,R,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,X
PRJNA600010,SRP327195,SAMN20084211,SRS9410834,SRX11364503,SRR15053984,SRA1255281,197,Campylobacter jejuni,ILLUMINA,158281639,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/084/SRR15053984/SRR15053984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/084/SRR15053984/SRR15053984_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/084/SRR15053984,C. jejuni-MBS3695A,CJ-MBS3695A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084210,SRS9410833,SRX11364502,SRR15053985,SRA1255281,197,Campylobacter jejuni,ILLUMINA,121243131,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/085/SRR15053985/SRR15053985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/085/SRR15053985/SRR15053985_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/085/SRR15053985,C. jejuni-MBS3663A,CJ-MBS3663A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084194,SRS9410831,SRX11364501,SRR15053986,SRA1255281,197,Campylobacter jejuni,ILLUMINA,113112388,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/086/SRR15053986/SRR15053986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/086/SRR15053986/SRR15053986_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/086/SRR15053986,C. jejuni-MBS3112A,CJ-MBS3112A,C. jejuni,S,S,S,S,S,S,S,S,R,X,NA,NA,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084193,SRS9410832,SRX11364500,SRR15053987,SRA1255281,197,Campylobacter jejuni,ILLUMINA,139094199,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/087/SRR15053987/SRR15053987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/087/SRR15053987/SRR15053987_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/087/SRR15053987,C. jejuni-MBS3014A,CJ-MBS3014A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084192,SRS9410830,SRX11364499,SRR15053988,SRA1255281,197,Campylobacter jejuni,ILLUMINA,116984227,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/088/SRR15053988/SRR15053988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/088/SRR15053988/SRR15053988_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/088/SRR15053988,C. jejuni-MBS2999A,CJ-MBS2999A,C. jejuni,S,S,S,S,S,S,S,S,R,X,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084066,SRS9410829,SRX11364498,SRR15053989,SRA1255281,195,Campylobacter coli,ILLUMINA,94981157,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/089/SRR15053989/SRR15053989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/089/SRR15053989/SRR15053989_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/089/SRR15053989,C. coli-MBS3025A,CC-MBS3025A,C. coli,R,R,R,I,S,S,S,S,R,X,NA,NA,NA,NA,NA,NA,X
PRJNA600010,SRP327195,SAMN20084191,SRS9410828,SRX11364497,SRR15053990,SRA1255281,197,Campylobacter jejuni,ILLUMINA,127340348,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/090/SRR15053990/SRR15053990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/090/SRR15053990/SRR15053990_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/090/SRR15053990,C. jejuni-MBS2960A,CJ-MBS2960A,C. jejuni,S,S,S,S,S,S,S,S,R,X,NA,X,X,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084190,SRS9410827,SRX11364496,SRR15053991,SRA1255281,197,Campylobacter jejuni,ILLUMINA,122967642,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/091/SRR15053991/SRR15053991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/091/SRR15053991/SRR15053991_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/091/SRR15053991,C. jejuni-MBS2931A,CJ-MBS2931A,C. jejuni,S,S,S,S,S,S,S,S,R,X,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084189,SRS9410826,SRX11364495,SRR15053992,SRA1255281,197,Campylobacter jejuni,ILLUMINA,194977544,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/092/SRR15053992/SRR15053992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/092/SRR15053992/SRR15053992_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/092/SRR15053992,C. jejuni-MBS2927A,CJ-MBS2927A,C. jejuni,S,S,S,S,S,S,S,S,S,NA,NA,X,NA,NA,NA,NA,NA
PRJNA600010,SRP327195,SAMN20084188,SRS9410825,SRX11364494,SRR15053993,SRA1255281,197,Campylobacter jejuni,ILLUMINA,189504651,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/093/SRR15053993/SRR15053993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/093/SRR15053993/SRR15053993_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/093/SRR15053993,C. jejuni-MBS2808A,CJ-MBS2808A,C. jejuni,S,S,S,S,S,S,R,R,R,X,NA,X,NA,NA,NA,X,NA
PRJNA600010,SRP327195,SAMN20084187,SRS9410824,SRX11364493,SRR15053994,SRA1255281,197,Campylobacter jejuni,ILLUMINA,104016011,ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/094/SRR15053994/SRR15053994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/094/SRR15053994/SRR15053994_2.fastq.gz,NA,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR150/094/SRR15053994,C. jejuni-MBS2768A,CJ-MBS2768A,C. jejuni,S,S,S,S,S,S,R,R,R,NA,X,X,NA,NA,NA,X,NA
