study_accession,sample_accession,Lane.accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,ENA.Accession.Number,Isolate,Sequecning Status,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
PRJEB23294,SAMEA104369941,ERS1994919,ERX3134695,ERR3061894,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061894/ERR3061894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061894/ERR3061894_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061894/24742_1#1.cram,NA,ERS1994919,24742_1#1,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,S,R,R,R
PRJEB23294,SAMEA104369947,ERS1994925,ERX3134696,ERR3061895,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061895/ERR3061895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061895/ERR3061895_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061895/24742_1#2.cram,NA,ERS1994925,24742_1#2,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,R,R,R,R
PRJEB23294,SAMEA104369948,ERS1994926,ERX3134697,ERR3061896,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061896/ERR3061896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061896/ERR3061896_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061896/24742_1#3.cram,NA,ERS1994926,24742_1#3,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,R,R,R,S
PRJEB23294,SAMEA104369951,ERS1994929,ERX3134698,ERR3061897,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3061897/ERR3061897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3061897/ERR3061897_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061897/24742_1#4.cram,NA,ERS1994929,24742_1#4,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,S,S,R,R
PRJEB23294,SAMEA104369952,ERS1994930,ERX3134699,ERR3061898,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061898/ERR3061898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061898/ERR3061898_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061898/24742_1#5.cram,NA,ERS1994930,24742_1#5,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,S,S,R,R
PRJEB23294,SAMEA104369953,ERS1994931,ERX3134700,ERR3061899,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/009/ERR3061899/ERR3061899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/009/ERR3061899/ERR3061899_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061899/24742_1#6.cram,NA,ERS1994931,24742_1#6,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,S,S,R,S
PRJEB23294,SAMEA104369955,ERS1994933,ERX3134701,ERR3061900,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061900/ERR3061900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061900/ERR3061900_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061900/24742_1#7.cram,NA,ERS1994933,24742_1#7,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,S,R,R,R
PRJEB23294,SAMEA104369959,ERS1994937,ERX3134702,ERR3061901,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061901/ERR3061901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061901/ERR3061901_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061901/24742_1#8.cram,NA,ERS1994937,24742_1#8,Newly sequenced,2017,S,S,R,NA,NA,NA,R,S,S,S,S,S
PRJEB23294,SAMEA104369961,ERS1994939,ERX3134703,ERR3061902,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061902/ERR3061902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061902/ERR3061902_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061902/24742_1#9.cram,NA,ERS1994939,24742_1#9,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104369967,ERS1994945,ERX3134705,ERR3061904,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061904/ERR3061904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061904/ERR3061904_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061904/24742_1#11.cram,NA,ERS1994945,24742_1#11,Newly sequenced,2017,S,S,R,NA,NA,NA,R,S,S,S,S,S
PRJEB23294,SAMEA104369968,ERS1994946,ERX3134706,ERR3061905,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061905/ERR3061905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061905/ERR3061905_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061905/24742_1#12.cram,NA,ERS1994946,24742_1#12,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,R,S
PRJEB23294,SAMEA104369969,ERS1994947,ERX3134707,ERR3061906,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061906/ERR3061906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061906/ERR3061906_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061906/24742_1#13.cram,NA,ERS1994947,24742_1#13,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,R,S
PRJEB23294,SAMEA104369970,ERS1994948,ERX3134708,ERR3061907,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3061907/ERR3061907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3061907/ERR3061907_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061907/24742_1#14.cram,NA,ERS1994948,24742_1#14,Newly sequenced,2017,S,R,R,NA,NA,NA,R,S,S,S,R,S
PRJEB23294,SAMEA104369972,ERS1994950,ERX3134709,ERR3061908,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061908/ERR3061908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061908/ERR3061908_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061908/24742_1#15.cram,NA,ERS1994950,24742_1#15,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104369973,ERS1994951,ERX3134710,ERR3061909,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/009/ERR3061909/ERR3061909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/009/ERR3061909/ERR3061909_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061909/24742_1#16.cram,NA,ERS1994951,24742_1#16,Newly sequenced,2017,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104369974,ERS1994952,ERX3134711,ERR3061910,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061910/ERR3061910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061910/ERR3061910_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061910/24742_1#17.cram,NA,ERS1994952,24742_1#17,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104369978,ERS1994956,ERX3134712,ERR3061911,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061911/ERR3061911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061911/ERR3061911_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061911/24742_1#18.cram,NA,ERS1994956,24742_1#18,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,S,R
PRJEB23294,SAMEA104369980,ERS1994958,ERX3134713,ERR3061912,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061912/ERR3061912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061912/ERR3061912_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061912/24742_1#19.cram,NA,ERS1994958,24742_1#19,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104369983,ERS1994961,ERX3134714,ERR3061913,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3061913/ERR3061913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3061913/ERR3061913_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061913/24742_1#20.cram,NA,ERS1994961,24742_1#20,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104369985,ERS1994963,ERX3134715,ERR3061914,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061914/ERR3061914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061914/ERR3061914_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061914/24742_1#21.cram,NA,ERS1994963,24742_1#21,Newly sequenced,2017,S,S,R,NA,NA,NA,S,S,R,R,S,S
PRJEB23294,SAMEA104369992,ERS1994970,ERX3134719,ERR3061918,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061918/ERR3061918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061918/ERR3061918_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061918/24742_1#25.cram,NA,ERS1994970,24742_1#25,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370001,ERS1994979,ERX3134727,ERR3061926,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061926/ERR3061926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061926/ERR3061926_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061926/24742_1#33.cram,NA,ERS1994979,24742_1#33,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370018,ERS1994996,ERX3134741,ERR3061940,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061940/ERR3061940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061940/ERR3061940_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061940/24742_1#47.cram,NA,ERS1994996,24742_1#47,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,R,S
PRJEB23294,SAMEA104370035,ERS1995013,ERX3134747,ERR3061946,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061946/ERR3061946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061946/ERR3061946_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061946/24742_1#53.cram,NA,ERS1995013,24742_1#53,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370042,ERS1995020,ERX3134751,ERR3061950,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061950/ERR3061950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061950/ERR3061950_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061950/24742_1#57.cram,NA,ERS1995020,24742_1#57,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,R,R,R,R
PRJEB23294,SAMEA104370044,ERS1995022,ERX3134752,ERR3061951,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061951/ERR3061951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061951/ERR3061951_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061951/24742_1#58.cram,NA,ERS1995022,24742_1#58,Newly sequenced,2008,R,R,R,NA,NA,NA,R,R,R,R,R,S
PRJEB23294,SAMEA104370079,ERS1995057,ERX3134783,ERR3061982,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061982/ERR3061982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061982/ERR3061982_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061982/24742_1#89.cram,NA,ERS1995057,24742_1#89,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370080,ERS1995058,ERX3134784,ERR3061983,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3061983/ERR3061983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3061983/ERR3061983_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061983/24742_1#90.cram,NA,ERS1995058,24742_1#90,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,R,R,S,S
PRJEB23294,SAMEA104370082,ERS1995060,ERX3134785,ERR3061984,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061984/ERR3061984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061984/ERR3061984_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061984/24742_1#91.cram,NA,ERS1995060,24742_1#91,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370083,ERS1995061,ERX3134786,ERR3061985,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061985/ERR3061985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/005/ERR3061985/ERR3061985_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061985/24742_1#92.cram,NA,ERS1995061,24742_1#92,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370084,ERS1995062,ERX3134787,ERR3061986,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061986/ERR3061986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/006/ERR3061986/ERR3061986_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061986/24742_1#93.cram,NA,ERS1995062,24742_1#93,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370086,ERS1995064,ERX3134788,ERR3061987,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3061987/ERR3061987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/007/ERR3061987/ERR3061987_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061987/24742_1#94.cram,NA,ERS1995064,24742_1#94,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370087,ERS1995065,ERX3134789,ERR3061988,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061988/ERR3061988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/008/ERR3061988/ERR3061988_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061988/24742_1#95.cram,NA,ERS1995065,24742_1#95,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370088,ERS1995066,ERX3134790,ERR3061989,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/009/ERR3061989/ERR3061989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/009/ERR3061989/ERR3061989_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061989/24742_1#96.cram,NA,ERS1995066,24742_1#96,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370089,ERS1995067,ERX3134791,ERR3061990,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061990/ERR3061990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/000/ERR3061990/ERR3061990_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061990/24742_1#97.cram,NA,ERS1995067,24742_1#97,Newly sequenced,NA,S,S,S,NA,NA,NA,S,S,S,R,S,S
PRJEB23294,SAMEA104370090,ERS1995068,ERX3134792,ERR3061991,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061991/ERR3061991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/001/ERR3061991/ERR3061991_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061991/24742_1#98.cram,NA,ERS1995068,24742_1#98,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370091,ERS1995069,ERX3134793,ERR3061992,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061992/ERR3061992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/002/ERR3061992/ERR3061992_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061992/24742_1#99.cram,NA,ERS1995069,24742_1#99,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370092,ERS1995070,ERX3134794,ERR3061993,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3061993/ERR3061993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/003/ERR3061993/ERR3061993_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061993/24742_1#100.cram,NA,ERS1995070,24742_1#100,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
PRJEB23294,SAMEA104370093,ERS1995071,ERX3134795,ERR3061994,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061994/ERR3061994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR306/004/ERR3061994/ERR3061994_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR306/ERR3061994/24742_1#101.cram,NA,ERS1995071,24742_1#101,Newly sequenced,NA,S,S,R,NA,NA,NA,S,S,S,S,S,S
