study_accession,sample_accession,ENA accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Names,Year,Sex,Country,BAPS,MLST,NGMAST,penA,Lineage,GGI,pCryptic (BLAST),pBlaTEM (BLAST),pBlaTEM type (isPCR),pConjugative (BLAST),pConjugative tetM type (isPCR),B-LAC,SPT SIR,TET MIC,PENG MIC,CIP MIC,CFM MIC,CRO MIC,AZM MIC,folP 228S,rpsJ 57M,ponA 421P,porB type,porB 120K,porB 121D,porB 121N,rpoB 553N,mtrR       -53Adel,mtrR 45D,gyrA 91F,gyrA 95G,gyrA 95N,parC 86N,parC 87I,parC 87R,parC 88P,parE 410V,penA 311V,penA 312M,penA 316T,penA 483S,penA 501P,penA 501V,penA 542S,penA 545S,penA 551S,23S A2045G,23S C2597T,16S C1184T,tetM,blaTEM
PRJEB4024,SAMEA3905804,ERS1092938,ERX1518732,ERR1448254,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1448254/ERR1448254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1448254/ERR1448254_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1448254/WHO_V.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1448254/WHO_V.bam.bai,NA,395-12 (WHO_V),2012,NA,Sweden,8,10314,8927,penA.5,A,yes,yes,yes,Asia,no,NA,POS,S,3,>32,>32,0.016,0.047,>256,yes,yes,yes,porB1b,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes
PRJEB4024,SAMEA3905805,ERS1092939,ERX1518733,ERR1448255,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1448255/ERR1448255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1448255/ERR1448255_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1448255/WHO_Z.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1448255/WHO_Z.bam.bai,NA,A8806 (WHO_Z),2013,F,Australia,9,7363,4015,penA.64,A,yes,yes,no,NA,no,NA,NEG,S,3,2,>32,1.5,0.5,1,yes,yes,yes,porB1b,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no
PRJEB4024,SAMEA2074560,ERS248576,ERX322722,ERR349886,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349886/ERR349886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349886/ERR349886_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349886/10356_1#1.cram,NA,10356_1_1,1998,M,Brasil,7,1580,64,penA.2,A,no,yes,no,NA,no,NA,NEG,S,0.5,0.125,0.002,0.016,0.002,0.032,yes,yes,no,porB1b,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
PRJEB4024,SAMEA2074537,ERS248577,ERX322723,ERR349887,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349887/ERR349887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349887/ERR349887_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349887/10356_1#2.cram,NA,10356_1_2,1998,M,Caribbean,2,1597,16130,penA.2,A,no,yes,yes,Toronto/Rio,yes,NA,POS,S,0.38,12,0.002,0.016,0.002,0.023,yes,yes,yes,porB1b,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
PRJEB4024,SAMEA2072156,ERS248578,ERX322724,ERR349888,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349888/ERR349888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349888/ERR349888_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349888/10356_1#3.cram,NA,10356_1_3,1998,M,Cuba,5,1024,16131,penA.14,B,yes,yes,no,NA,yes,NA,NEG,S,0.5,0.094,0.003,0.016,0.002,0.016,yes,yes,no,porB1a,NA,NA,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
PRJEB4024,SAMEA2074561,ERS248579,ERX322725,ERR349889,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349889/ERR349889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349889/ERR349889_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349889/10356_1#4.cram,NA,10356_1_4,1998,F,Cuba,5,1024,16115,penA.14,B,yes,yes,yes,Africa,yes,American,POS,S,24,16,0.002,0.016,0.002,0.032,no,yes,no,porB1a,NA,NA,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes
PRJEB4024,SAMEA2074538,ERS248580,ERX322726,ERR349890,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349890/ERR349890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349890/ERR349890_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349890/10356_1#5.cram,NA,10356_1_5,1998,M,Cuba,5,1931,16115,penA.14,B,yes,yes,yes,Africa,yes,American,POS,S,12,16,0.002,0.016,0.003,0.047,yes,yes,no,porB1a,NA,NA,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes
PRJEB4024,SAMEA2072157,ERS248581,ERX322727,ERR349891,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349891/ERR349891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349891/ERR349891_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349891/10356_1#6.cram,NA,10356_1_6,1998,M,Cuba,7,1024,16134,penA.2,A,no,yes,no,NA,yes,Dutch,NEG,S,12,0.25,0.002,0.016,0.002,0.047,yes,yes,no,porB1a,NA,NA,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
PRJEB4024,SAMEA2074562,ERS248582,ERX322728,ERR349892,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349892/ERR349892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349892/ERR349892_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349892/10356_1#7.cram,NA,10356_1_7,1998,F,Jamaica,5,1024,545,penA.14,B,yes,yes,no,NA,yes,Dutch,NEG,S,12,0.064,0.002,0.016,0.003,0.016,no,yes,no,porB1a,NA,NA,NA,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
PRJEB4024,SAMEA2074539,ERS248583,ERX322729,ERR349893,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349893/ERR349893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349893/ERR349893_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349893/10356_1#8.cram,NA,10356_1_8,1998,M,Jamaica,4,8163,1324,penA.22,B,no,yes,no,NA,yes,NA,NEG,S,0.5,0.125,0.003,0.016,0.002,0.125,yes,yes,no,porB1b,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
PRJEB4024,SAMEA2072158,ERS248584,ERX322730,ERR349894,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349894/ERR349894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349894/ERR349894_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349894/10356_1#9.cram,NA,10356_1_9,2008,M,Argentina,7,9363,2992,penA.2,A,no,yes,no,NA,no,NA,NEG,S,1,0.125,0.008,0.016,0.004,0.5,yes,yes,no,porB1b,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
PRJEB4024,SAMEA1965957,ERS248585,ERX322731,ERR349895,485,Neisseria gonorrhoeae,ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349895/ERR349895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR349/ERR349895/ERR349895_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR349/ERR349895/10356_1#10.cram,NA,10356_1_10,2008,M,Brasil,4,1583,3791,penA.2,B,yes,yes,no,NA,yes,Dutch,NEG,S,24,0.125,0.19,0.016,0.012,0.125,no,yes,no,porB1b,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
